Choix 1 TD (nom groupe)	Choix 1 TD (id groupe)	Choix 2 TD (nom groupe)	Choix 2 TD (id groupe)	Choix 3 TD (nom groupe)	Choix 3 TD (id groupe)	Choix 4 TD (nom groupe)	Choix 4 TD (id groupe)	Affectation	ch1 no aff	hash
Ma13001	512	Ma08151	508	Je08151	524	Je10301	526	508		-0,385628674622647
Je13001	528	Me10301	518	Ve13001	535	Ma13001	512	535		-0,815515459293799
Ma10301	510	Je10301	526	Lu15301	505	Ma13001	512	510		-0,734694098515694
Me08151	516	Ma13001	512	Ve15301	886	Me18001	825	516		-0,994124091669962
Ma13001	512	Je15301	529	Je18001	531	Ma10301	510	529		-0,953139535001127
Me18001	825	Ma13001	512	Je10301	526	Lu08151	502	825		-0,010944635766248
Lu10301	503	Me13001	520	Je10301	526	Ma13001	512	503		0,121196253282142
Je10301	526	Je13001	528	Ma13001	512	Me10301	518	526		0,713263151455772
Ve13001	535	Lu08151	502	Ma13001	512	Je13001	528	535		0,737924475324541
Ve10301	533	Me10301	518	Me13001	520	Ma13001	512	533		0,837674763808302
Je13001	528	Je15301	529	Ma13001	512	Me08151	516	529		-0,473468634424147
Ve13001	535	Ve10301	533	Ma13001	512	Ma10301	510	535		0,134366729940058
Je10301	526	Ma10301	510	Lu10301	503	Ma13001	512	526		-0,221272153610129
Je13001	528	Ve15301	886	Ma13001	512	Je15301	529	886		0,277491721401632
Me13001	520	Ma13001	512	Lu13001	504	Je13001	528	520		0,91553675798578
Lu13001	504	Ma13001	512	Me13001	520	Lu15301	505	504		-0,81038981756391
Ma13001	512	Ma10301	510	Ma08151	508	Ve08151	532	512		-0,617759248952761
Ma10301	510	Je10301	526	Ve10301	533	Ma13001	512	510		-0,691299405368946
Ma10301	510	Me18001	825	Ma13001	512	Me15301	522	825		-0,746507714501858
Ma13001	512	Me08151	516	Lu08151	502	Je08151	524	516		0,037249354680396
Me10301	518	Lu13001	504	Je08151	524	Ma13001	512	504		-0,187164456384085
Je13001	528	Ma13001	512	Me13001	520	Ve13001	535	528		0,707180567205587
Me10301	518	Lu13001	504	Ma13001	512	Ve08151	532	504		0,191182393391722
Me08151	516	Me10301	518	Ma13001	512	Je10301	526	516		-0,024729623109106
Lu13001	504	Ma13001	512	Me13001	520	Je13001	528	504		0,229855332349786
Ma13001	512	Je10301	526	Je15301	529	Ve10301	533	512		-0,671803682616877
Ma13001	512	Lu10301	503	Me13001	520	Je15301	529	512		0,984747932747295
Ma13001	512	Me10301	518	Me18001	825	Lu08151	502	825		0,542111408956445
Me08151	516	Ma13001	512	Me13001	520	Me15301	522	516		0,684920576710964
Ve13001	535	Ma13001	512	Je13001	528	Me13001	520	535		0,95691860709747
Ve08151	532	Ve10301	533	Ma13001	512	Lu08151	502	532		0,954451811625511
Me10301	518	Me13001	520	Ma13001	512	Je13001	528	518		-0,697819158159525
Je13001	528	Ma10301	510	Ma13001	512	Ve10301	533	528		0,11722339934346
Lu13001	504	Ma10301	510	Je13001	528	Ma13001	512	504		-0,668718887729689
Lu13001	504	Ma10301	510	Je13001	528	Ma13001	512	504		-0,863543120560981
Ma10301	510	Ma13001	512	Lu13001	504	Lu08151	502	510		0,549402055758916
Ma13001	512	Me13001	520	Me15301	522	Me18001	825	825		-0,818156777246475
Ma10301	510	Ve10301	533	Ma13001	512	Je10301	526	510		-0,749643178759004
Lu13001	504	Ma13001	512	Je18001	531	Me08151	516	504		0,989069271415552
Me18001	825	Je18001	531	Me13001	520	Ma13001	512	825		0,719850022625505
Je13001	528	Je10301	526	Je15301	529	Ma13001	512	528		0,68170959788058
Me10301	518	Ve13001	535	Je08151	524	Ma13001	512	535		0,994114298548709
Je15301	529	Je13001	528	Ma13001	512	Ma10301	510	529		-0,019885401432239
Je10301	526	Ma13001	512	Je18001	531	Ma10301	510	531		-0,112525255575761
Ma13001	512	Je13001	528	Lu15301	505	Je08151	524	512		0,783513197162518
Ma13001	512	Je13001	528	Lu15301	505	Je08151	524	512		0,863527919124749
Ma13001	512	Lu13001	504	Je13001	528	Ve13001	535	504		0,369431588150578
Ma13001	512	Je13001	528	Ma10301	510	Je15301	529	512		-0,997309348603856
Me10301	518	Ma10301	510	Ma13001	512	Ve13001	535	518		-0,33639107001626
Me10301	518	Ve10301	533	Ma13001	512	Me13001	520	518		-0,126009091844969
Je10301	526	Je13001	528	Ma13001	512	Ve13001	535	526		0,856586463870824
Ma13001	512	Me15301	522	Ma10301	510	Ma08151	508	512		-0,147628217496573
Ma10301	510	Ma13001	512	Lu08151	502	Me15301	522	502		-0,256022518112166
Ve15301	886	Ma10301	510	Lu10301	503	Je13001	528	886		0,519686444493976
Je10301	526	Je13001	528	Ma10301	510	Me08151	516	526		-0,260295981982836
Ma10301	510	Me15301	522	Lu15301	505	Ve15301	886	886		-0,143490507344451
Ma10301	510	Lu10301	503	Ma08151	508	Me13001	520	510		-0,772448326325572
Lu08151	502	Je08151	524	Ma10301	510	Je10301	526	502		-0,638428898662737
Je15301	529	Je13001	528	Me10301	518	Ma10301	510	529		-0,036759266601764
Me15301	522	Ma08151	508	Ma10301	510	Me18001	825	522		-0,430073545708039
Je10301	526	Je15301	529	Ma10301	510	Me10301	518	529		-0,446257129647715
Je08151	524	Lu18001	507	Ma10301	510	Me08151	516	524		0,377670177577974
Lu13001	504	Ma10301	510	Me13001	520	Ma08151	508	504		-0,681511084110047
Lu13001	504	Ma10301	510	Me13001	520	Ma08151	508	504		0,688005597047772
Ma08151	508	Ma10301	510	Je13001	528	Je15301	529	508		-0,199744800725762
Ma10301	510	Me15301	522	Je13001	528	Ve13001	535	510		-0,169448945489931
Ma10301	510	Je13001	528	Je15301	529	Me18001	825	825		-0,665423482129092
Lu13001	504	Ma10301	510	Je08151	524	Me08151	516	504		-0,990285431886743
Lu10301	503	Ma10301	510	Je13001	528	Ma08151	508	503		0,911977695742459
Ma10301	510	Je10301	526	Je15301	529	Lu15301	505	510		0,999801711795829
Je10301	526	Ma10301	510	Je13001	528	Je15301	529	526		0,077191087909462
Je10301	526	Ma10301	510	Je13001	528	Je18001	531	526		-0,340359313485198
Me10301	518	Me13001	520	Me15301	522	Ma10301	510	518		0,696209873941784
Je15301	529	Ma10301	510	Je10301	526	Je18001	531	529		0,273123334377743
Ma10301	510	Me15301	522	Lu10301	503	Je10301	526	510		-0,999452127165579
Je13001	528	Je08151	524	Ma10301	510	Me15301	522	524		0,16502385672345
Je10301	526	Je13001	528	Je15301	529	Ma10301	510	526		-0,401956207737662
Ma10301	510	Je10301	526	Me10301	518	Lu18001	507	510		0,990264462852355
Je10301	526	Je13001	528	Ma10301	510	Ve08151	532	526		0,783700471080658
Ma08151	508	Ma10301	510	Ve10301	533	Me08151	516	508		0,178343587215995
Ma10301	510	Je10301	526	Me08151	516	Lu08151	502	510		0,884867642260731
Me13001	520	Lu08151	502	Ma10301	510	Me10301	518	502		0,256168213537187
Me15301	522	Ma10301	510	Lu15301	505	Me18001	825	522		-0,977083971600731
Ma10301	510	Lu08151	502	Me08151	516	Me13001	520	502		-0,319496680108778
Ma10301	510	Lu15301	505	Lu13001	504	Ma08151	508	510		0,186779490439493
Ma10301	510	Ve15301	886	Lu13001	504	Lu15301	505	886		-0,582240819927698
Me15301	522	Ma08151	508	Ma10301	510	Me18001	825	522		0,852032945684455
Ma10301	510	Ma08151	508	Me13001	520	Me15301	522	508		-0,208439395643454
Me13001	520	Ma10301	510	Je10301	526	Me15301	522	520		0,960836059438085
Lu13001	504	Je13001	528	Je15301	529	Ma10301	510	504		0,999701529053849
Je10301	526	Je13001	528	Ve13001	535	Ma10301	510	526		-0,61439008578717
Je13001	528	Ma10301	510	Me13001	520	Me10301	518	528		0,810290291630852
Me10301	518	Ma10301	510	Lu10301	503	Ve13001	535	518		-0,508299538312609
Lu13001	504	Ma10301	510	Je10301	526	Lu15301	505	504		-0,999936786936148
Ma10301	510	Je10301	526	Me10301	518	Lu08151	502	510		0,45378469994792
Je10301	526	Lu10301	503	Lu13001	504	Ma10301	510	526		0,986264311497409
Lu10301	503	Me10301	518	Ve10301	533	Ma10301	510	503		0,22643248028887
Ma10301	510	Ma08151	508	Me13001	520	Lu13001	504	508		-0,999444116478243
Ma10301	510	Lu15301	505	Je08151	524	Me08151	516	524		-0,511896759412123
Me10301	518	Lu15301	505	Ma10301	510	Ve10301	533	518		0,990872611536822
Ma10301	510	Lu10301	503	Lu18001	507	Me18001	825	510		0,600061732422551
Lu18001	507	Je18001	531	Lu10301	503	Ma10301	510	507		0,876540725331915
Ma10301	510	Lu18001	507	Me10301	518	Lu10301	503	510		0,586213305371305
Ma10301	510	Je08151	524	Je10301	526	Je13001	528	524		0,298597468909758
Ma10301	510	Ve10301	533	Me13001	520	Je13001	528	510		-0,990919827833937
Je13001	528	Ma08151	508	Je10301	526	Ma10301	510	508		0,212826999482925
Ma10301	510	Lu18001	507	Ve10301	533	Je18001	531	531		-0,204406206454963
Ma10301	510	Ve08151	532	Je13001	528	Lu15301	505	532		0,178402909066565
Lu13001	504	Ma10301	510	Je13001	528	Je15301	529	504		-0,98700541870314
Ma10301	510	Me10301	518	Me13001	520	Je18001	531	531		-0,974148407398756
Lu15301	505	Je08151	524	Je13001	528	Ma10301	510	505		0,385934594329149
Ma10301	510	Me13001	520	Je13001	528	Je15301	529	520		0,541959417091722
Me13001	520	Ma10301	510	Je18001	531	Lu15301	505	531		-0,858845131353501
Ma10301	510	Je10301	526	Je13001	528	Me10301	518	510		-0,998201174099961
Je10301	526	Je15301	529	Ma10301	510	Me10301	518	529		-0,927613837373507
Ma10301	510	Me15301	522	Me18001	825	Lu10301	503	825		-0,645346328847105
Ma10301	510	Ma08151	508	Me08151	516	Je10301	526	508		0,477506334428085
Ma10301	510	Ma08151	508	Me15301	522	Je10301	526	508		0,987645211024877
Ma10301	510	Je10301	526	Je08151	524	Lu18001	507	524		0,849658902667118
Me15301	522	Je08151	524	Ma10301	510	Je10301	526	522		-0,995879025410543
Ma08151	508	Lu08151	502	Lu18001	507	Ma10301	510	508		-0,01536766056058
Me15301	522	Ve08151	532	Ma10301	510	Me18001	825	522		0,294282124154133
Ma10301	510	Me15301	522	Je10301	526	Lu08151	502	510		0,904572762747275
Ma10301	510	Me15301	522	Je10301	526	Lu08151	502	510		-0,485439499460514
Me10301	518	Ma10301	510	Ma08151	508	Je10301	526	518		0,208468877789975
Je15301	529	Ma10301	510	Me13001	520	Me15301	522	529		-0,10800898025622
Me10301	518	Ma10301	510	Je10301	526	Je15301	529	518		0,438318569109418
Ma10301	510	Me10301	518	Je10301	526	Je13001	528	510		-0,22583730629629
Ve13001	535	Ve15301	886	Ma10301	510	Me08151	516	535		-0,169608341176325
Ma10301	510	Me10301	518	Lu13001	504	Lu10301	503	510		-0,997332797914845
Ma10301	510	Me15301	522	Ve13001	535	Lu10301	503	535		-0,217117548496148
Ma10301	510	Me10301	518	Me13001	520	Ve10301	533	510		0,984751260824666
Ma10301	510	Lu13001	504	Lu18001	507	Me15301	522	504		-0,36523331325075
Me10301	518	Ma10301	510	Je13001	528	Lu08151	502	518		-0,710389244380733
Ma10301	510	Je10301	526	Lu18001	507	Ma08151	508	510		-0,174281666205107
Je10301	526	Ma10301	510	Me15301	522	Je13001	528	526		0,991508797479679
Je13001	528	Ma10301	510	Je10301	526	Ma08151	508	528		-0,934009446409534
Je10301	526	Ma10301	510	Me15301	522	Je13001	528	526		0,681533143673036
Ma10301	510	Lu10301	503	Me10301	518	Je08151	524	510		0,461734643425478
Lu15301	505	Ma10301	510	Lu10301	503	Me08151	516	505		-0,995895412159842
Lu10301	503	Ma10301	510	Je13001	528	Ve13001	535	503		0,04197049705545
Ma10301	510	Me10301	518	Lu08151	502	Je08151	524	502		0,600302846024794
Je15301	529	Je13001	528	Ma10301	510	Je10301	526	529		0,833135127254918
Je10301	526	Me10301	518	Ve08151	532	Ma10301	510	526		-0,393752555655109
Je10301	526	Lu18001	507	Ma10301	510	Ve10301	533	526		-0,458231147360304
Ma10301	510	Je08151	524	Ve08151	532	Je15301	529	510		-0,661772684711413
Ma10301	510	Lu13001	504	Je13001	528	Je15301	529	504		0,054894957090462
Lu08151	502	Je08151	524	Ve08151	532	Ma10301	510	502		-0,838020338322647
Je10301	526	Me10301	518	Ma10301	510	Lu08151	502	526		-0,294195694393845
Lu08151	502	Lu10301	503	Ma10301	510	Je13001	528	502		-0,332165302247121
Lu08151	502	Lu10301	503	Ma10301	510	Je13001	528	502		-0,43001911665249
Je10301	526	Ma10301	510	Ma08151	508	Me10301	518	526		-0,147687845347148
Ma10301	510	Lu10301	503	Me10301	518	Je08151	524	510		-0,665198434530552
Je13001	528	Je10301	526	Ma10301	510	Me08151	516	528		0,348781834419531
Ma10301	510	Lu15301	505	Lu08151	502	Me13001	520	510		0,975134942996322
Lu15301	505	Ma10301	510	Je10301	526	Je13001	528	505		-0,968817547879032
Lu15301	505	Ma10301	510	Je13001	528	Je10301	526	505		-0,8401746175805
Lu15301	505	Lu13001	504	Ma08151	508	Ma10301	510	505		-0,752375182618388
Ma10301	510	Je10301	526	Je13001	528	Ve13001	535	510		0,908323419901242
Ma10301	510	Je13001	528	Lu13001	504	Me08151	516	510		0,438155995911287
Ve13001	535	Je10301	526	Ma10301	510	Je08151	524	535		-0,995504871044036
Je13001	528	Me10301	518	Ve10301	533	Ma10301	510	528		-0,046695299863567
Lu08151	502	Me18001	825	Ve08151	532	Ma10301	510	502		0,327757638830015
Me10301	518	Ve08151	532	Ma10301	510	Je10301	526	532		0,953039166977396
Ma10301	510	Me10301	518	Je10301	526	Lu08151	502	510		0,998913505499895
Ma08151	508	Me08151	516	Ma10301	510	Me10301	518	508		0,671781353507593
Ma08151	508	Me08151	516	Ma10301	510	Je18001	531	508		0,999802910522255
Ma10301	510	Je10301	526	Me08151	516	Ve08151	532	510		-0,002485303442423
Lu18001	507	Ve15301	886	Ma10301	510	Me10301	518	507		0,99545620562986
Me10301	518	Me13001	520	Ma10301	510	Ve13001	535	518		0,995031273107186
Lu08151	502	Ma10301	510	Je10301	526	Me08151	516	502		-0,385739923059847
Je13001	528	Je10301	526	Ma10301	510	Me10301	518	528		0,987019946081917
Je13001	528	Lu18001	507	Ma10301	510	Me15301	522	528		0,828010500606111
Ma10301	510	Lu10301	503	Je08151	524	Me10301	518	524		0,07302064710619
Ma10301	510	Je08151	524	Lu08151	502	Ve10301	533	524		-0,722403287327519
Je13001	528	Je18001	531	Ma10301	510	Ma08151	508	531		-0,999442104724621
Ma10301	510	Ve13001	535	Me18001	825	Lu18001	507	535		-0,951699486076105
Ma10301	510	Me08151	516	Je08151	524	Ve13001	535	516		0,953166889910857
Je15301	529	Ve10301	533	Ma10301	510	Je08151	524	529		-0,617412282700666
Ve10301	533	Ma10301	510	Me13001	520	Je10301	526	533		0,090363667797823
Lu10301	503	Me13001	520	Lu13001	504	Ma10301	510	503		-0,332222167229084
Ma10301	510	Je13001	528	Me13001	520	Ve15301	886	886		-0,924167577317646
Lu08151	502	Ma10301	510	Je10301	526	Je08151	524	502		-0,449995937208306
Ve10301	533	Ma10301	510	Ma08151	508	Ve08151	532	533		0,56811405295803
Ma10301	510	Ma08151	508	Me15301	522	Ve10301	533	508		0,165202240392198
Lu10301	503	Ma10301	510	Lu18001	507	Me08151	516	503		0,861196832392389
Me15301	522	Me10301	518	Lu15301	505	Ma10301	510	522		0,980622103373146
Ma10301	510	Ve13001	535	Ve10301	533	Ve08151	532	535		0,25610993606532
Ma10301	510	Ve10301	533	Je13001	528	Je10301	526	510		0,948982605849854
Je10301	526	Je13001	528	Ma10301	510	Lu10301	503	526		0,143460674868908
Ve08151	532	Ma10301	510	Ma08151	508	Ve13001	535	532		-0,397846641406402
Ma10301	510	Lu18001	507	Ve13001	535	Ve10301	533	535		-0,624860186694547
Je10301	526	Ma10301	510	Ma08151	508	Me10301	518	526		0,964351472142026
Je15301	529	Ma10301	510	Me15301	522	Ve15301	886	529		-0,758247810704113
Me10301	518	Ve13001	535	Ma10301	510	Lu08151	502	535		-0,417992614245991
Je13001	528	Lu13001	504	Ma10301	510	Me13001	520	528		-0,728516070569908
Je10301	526	Je08151	524	Ve08151	532	Ma10301	510	524		-0,161027386155303
Je10301	526	Je13001	528	Ma10301	510	Me13001	520	526		0,919073073366185
Me13001	520	Me10301	518	Ma10301	510	Me08151	516	520		0,852054491406329
Ma10301	510	Ma08151	508	Je15301	529	Lu08151	502	508		-0,999877668509914
Ma10301	510	Me10301	518	Ve08151	532	Ve13001	535	532		0,997959065297575
Ma10301	510	Je13001	528	Je08151	524	Je10301	526	524		-0,645178926091557
Je10301	526	Me10301	518	Je15301	529	Ma10301	510	526		-0,937236283639889
Ma10301	510	Je10301	526	Ve08151	532	Me08151	516	532		0,433981282290398
Je08151	524	Je10301	526	Ma10301	510	Ma08151	508	524		0,999578447823278
Me10301	518	Je10301	526	Ma10301	510	Je13001	528	518		-0,046394183033702
Ve10301	533	Me10301	518	Ma10301	510	Me13001	520	533		-0,999940130863517
Je08151	524	Ve08151	532	Ma08151	508	Ma10301	510	524		0,160957012539695
Ma10301	510	Ve10301	533	Me18001	825	Lu10301	503	825		-0,934102400846805
Je13001	528	Je10301	526	Me15301	522	Ma10301	510	528		0,998705035240594
Me10301	518	Ma10301	510	Me13001	520	Me15301	522	518		0,307119340536434
Lu08151	502	Ma10301	510	Ve10301	533	Je10301	526	502		-0,999978750470073
Ma10301	510	Ve13001	535	Ve10301	533	Je18001	531	535		0,894946164491913
Je10301	526	Je13001	528	Ve10301	533	Ma10301	510	526		0,251506194824462
Ma10301	510	Me10301	518	Me08151	516	Je10301	526	510		-0,997641760731834
Ma10301	510	Je13001	528	Me10301	518	Je15301	529	510		0,978034805150829
Je10301	526	Ma10301	510	Je08151	524	Je13001	528	524		0,949001614867959
Me15301	522	Ma10301	510	Ma08151	508	Me10301	518	522		-0,797253779169654
Me13001	520	Je15301	529	Ma10301	510	Je13001	528	520		0,9666328082678
Ma10301	510	Me13001	520	Ve10301	533	Lu08151	502	510		0,899005595600659
Ma10301	510	Ve10301	533	Lu10301	503	Lu13001	504	510		0,138688993569987
Ma10301	510	Lu10301	503	Ve10301	533	Me13001	520	510		-0,900894722465922
Je15301	529	Ma10301	510	Me10301	518	Me13001	520	529		0,815463119155932
Ma10301	510	Me10301	518	Me08151	516	Ma08151	508	510		0,985462637974566
Ma10301	510	Me13001	520	Je13001	528	Je15301	529	510		0,999125068756296
Ma10301	510	Je15301	529	Lu15301	505	Je13001	528	510		0,99701381175815
Je10301	526	Me18001	825	Ma08151	508	Ma10301	510	825		-0,835424345517675
Je15301	529	Lu15301	505	Lu10301	503	Ma10301	510	529		0,810219623915173
Ve10301	533	Lu10301	503	Ma10301	510	Me10301	518	533		-0,728763819871617
Je10301	526	Je15301	529	Lu15301	505	Ma10301	510	529		-0,697732786622454
Lu08151	502	Ve08151	532	Ma10301	510	Lu18001	507	502		-0,943221953698604
Je10301	526	Me10301	518	Ma10301	510	Me18001	825	526		0,788926920996024
Me15301	522	Ma10301	510	Je08151	524	Je10301	526	522		0,230383368672749
Je13001	528	Je10301	526	Je08151	524	Ma10301	510	524		-0,987024786747741
Me10301	518	Me13001	520	Ve10301	533	Ma10301	510	518		-0,740852283453742
Lu10301	503	Ma10301	510	Me08151	516	Ma08151	508	503		0,469541212656179
Je13001	528	Je18001	531	Ma10301	510	Me13001	520	531		0,865646873782518
Ma10301	510	Ve13001	535	Je18001	531	Ma08151	508	535		0,977984510003056
Ma10301	510	Ma08151	508	Me15301	522	Je10301	526	510		0,997018465647333
Ma10301	510	Ve15301	886	Je18001	531	Je08151	524	886		0,898794269733681
Je13001	528	Ve10301	533	Lu18001	507	Ma10301	510	528		0,385823355707429
Ma10301	510	Je10301	526	Ve08151	532	Me10301	518	532		-0,336447844629492
Ma10301	510	Je10301	526	Ve08151	532	Me10301	518	532		-0,996988150591347
Ma10301	510	Me13001	520	Je13001	528	Lu10301	503	510		0,164904931278173
Lu08151	502	Me10301	518	Ma08151	508	Ma10301	510	502		-0,972070808030441
Lu15301	505	Ma10301	510	Me10301	518	Me08151	516	505		0,090224531730551
Ma10301	510	Lu13001	504	Lu10301	503	Ma08151	508	504		-0,006607225622929
Ve13001	535	Lu13001	504	Ma10301	510	Me10301	518	535		0,050962889372561
Ma10301	510	Me13001	520	Je10301	526	Me15301	522	520		-0,442154933897413
Lu10301	503	Ma10301	510	Me13001	520	Ve08151	532	503		0,434252839645911
Ve13001	535	Je15301	529	Ma10301	510	Je18001	531	535		0,953002643533353
Je10301	526	Ma10301	510	Je08151	524	Lu18001	507	524		0,725558603771893
Je08151	524	Lu08151	502	Me15301	522	Ma10301	510	524		-0,589341213824124
Ma10301	510	Lu10301	503	Je10301	526	Ve10301	533	510		0,889052916376544
Lu10301	503	Me13001	520	Ma10301	510	Ve13001	535	503		0,743473475671705
Ma10301	510	Ve10301	533	Je18001	531	Me18001	825	531		0,311096775157979
Ma10301	510	Lu10301	503	Me18001	825	Lu08151	502	825		-0,994586920148761
Ve13001	535	Ma10301	510	Je18001	531	Je08151	524	535		-0,960777563368762
Ma10301	510	Je08151	524	Lu10301	503	Je18001	531	524		-0,410237687900348
Je13001	528	Je10301	526	Me15301	522	Ma10301	510	528		0,904752597849539
Je15301	529	Ma10301	510	Je18001	531	Ve10301	533	529		0,134784911885606
Lu15301	505	Ma10301	510	Je13001	528	Lu18001	507	505		-0,995862606083499
Me13001	520	Je10301	526	Ve13001	535	Ma10301	510	535		-0,951625416374901
Ma10301	510	Me10301	518	Je10301	526	Me15301	522	510		-0,902691104987998
Ma10301	510	Me13001	520	Je15301	529	Lu10301	503	510		-0,951810486851499
Lu15301	505	Me10301	518	Je10301	526	Ma10301	510	505		-0,519918211738003
Lu15301	505	Me10301	518	Je10301	526	Ma10301	510	505		-0,681555202616729
Ma08151	508	Ve08151	532	Ma10301	510	Lu18001	507	508		-0,059620157000472
Ve13001	535	Me08151	516	Je10301	526	Ma10301	510	535		-0,959524489619203
Ma08151	508	Ve08151	532	Ma10301	510	Lu18001	507	508		0,634982697611007
Lu13001	504	Ma10301	510	Me18001	825	Je10301	526	504		0,77273540741369
Me10301	518	Ma10301	510	Lu10301	503	Me15301	522	518		-0,538262076903669
Lu15301	505	Lu10301	503	Ma10301	510	Me10301	518	505		-0,545927998917754
Je10301	526	Ma10301	510	Ve08151	532	Me10301	518	526		0,998692737479629
Ma10301	510	Je13001	528	Ma08151	508	Lu10301	503	510		0,983229868961201
Ma10301	510	Me10301	518	Me13001	520	Ve10301	533	510		-0,849748458446737
Me15301	522	Je15301	529	Je13001	528	Ma10301	510	522		0,94021136584405
Je15301	529	Je08151	524	Me08151	516	Ma10301	510	529		-0,925984853735629
Ma10301	510	Je18001	531	Me15301	522	Lu08151	502	531		0,749543416218022
Ma10301	510	Je13001	528	Ma08151	508	Je10301	526	510		0,984789861940148
Lu18001	507	Me13001	520	Je18001	531	Ma10301	510	507		0,998898514621957
Je10301	526	Je13001	528	Je15301	529	Ma10301	510	526		-0,617901466048015
Je10301	526	Je13001	528	Je15301	529	Ma10301	510	526		0,986257512171968
Me15301	522	Me18001	825	Ma10301	510	Lu10301	503	522		0,998701966245357
Lu15301	505	Ve10301	533	Ve13001	535	Ma10301	510	505		-0,12176475415107
Ma10301	510	Lu08151	502	Lu10301	503	Ve10301	533	502		-0,769516075462058
Je10301	526	Ma10301	510	Me18001	825	Je18001	531	531		0,982368495850577
Ma10301	510	Me08151	516	Je15301	529	Je10301	526	516		-0,064370598597225
Ma10301	510	Je10301	526	Me10301	518	Ve10301	533	510		0,783899551097414
Ma10301	510	Je10301	526	Me15301	522	Je08151	524	510		-0,357063653350957
Je10301	526	Lu15301	505	Ma10301	510	Me15301	522	526		0,315158962092161
Je13001	528	Me13001	520	Ma10301	510	Me15301	522	528		0,457989990817957
Ma10301	510	Me15301	522	Je10301	526	Ve10301	533	510		-0,822957395142323
Ma10301	510	Je10301	526	Lu13001	504	Je13001	528	510		-0,011065205877948
Ve08151	532	Me13001	520	Ma10301	510	Lu15301	505	532		-0,852174936236715
Je10301	526	Me10301	518	Ma10301	510	Je13001	528	526		-0,441884537444287
Lu15301	505	Ma10301	510	Ve13001	535	Je10301	526	505		0,882685070386994
Me10301	518	Ma10301	510	Je10301	526	Je15301	529	518		-0,530909038803902
Ve10301	533	Ma10301	510	Je10301	526	Me10301	518	533		0,357017627347298
Me10301	518	Je13001	528	Me13001	520	Ma10301	510	518		0,989087043558868
Me10301	518	Lu10301	503	Ma10301	510	Lu08151	502	518		0,842730071780331
Ma10301	510	Ma08151	508	Je15301	529	Lu08151	502	510		-0,090333646728933
Je13001	528	Me10301	518	Ma10301	510	Lu10301	503	528		-0,582387857521174
Je13001	528	Lu10301	503	Ma10301	510	Ma08151	508	528		-0,900711469257334
Lu10301	503	Ma10301	510	Ma08151	508	Je08151	524	503		0,979811351671365
Me13001	520	Me10301	518	Ma10301	510	Lu13001	504	520		-0,854720189102701
Ma10301	510	Je13001	528	Je10301	526	Ve10301	533	510		-0,978003377348705
Je13001	528	Ve15301	886	Ma10301	510	Lu10301	503	886		-0,199803874128704
Je13001	528	Ve15301	886	Ma10301	510	Lu10301	503	886		-0,426208110520358
Ma10301	510	Me15301	522	Ma08151	508	Me08151	516	510		-0,600326954385216
Ma10301	510	Me10301	518	Lu10301	503	Lu15301	505	510		-0,672071584306927
Lu10301	503	Lu13001	504	Ma10301	510	Me10301	518	503		0,999445120992788
Me13001	520	Ve08151	532	Lu10301	503	Ma10301	510	520		0,006938805902739
Lu15301	505	Lu18001	507	Je13001	528	Ma10301	510	505		0,87424745950638
Ma10301	510	Je18001	531	Me18001	825	Ve08151	532	531		-0,213150978951377
Ma10301	510	Ma08151	508	Ve08151	532	Ve10301	533	510		-0,999941442992908
Ma10301	510	Ve10301	533	Je10301	526	Me15301	522	510		0,805268074652849
Ma10301	510	Je10301	526	Ve13001	535	Ve15301	886	535		0,893110941465309
Lu13001	504	Ma10301	510	Je08151	524	Ve10301	533	504		-0,783719194556012
Ve13001	535	Ve10301	533	Ma10301	510	Lu08151	502	535		-0,964327537376281
Je13001	528	Me10301	518	Ve10301	533	Ma10301	510	528		-0,769785521085898
Me10301	518	Ma10301	510	Ve10301	533	Ve13001	535	518		0,957099028347479
Ve08151	532	Me08151	516	Ma10301	510	Ma08151	508	532		-0,995004225163114
Ma10301	510	Me15301	522	Lu10301	503	Je10301	526	510		-0,336334294180338
Lu15301	505	Me10301	518	Ma08151	508	Ve08151	532	505		-0,165231970478406
Lu10301	503	Ma08151	508	Je10301	526	Me08151	516	503		-0,880975589576515
Me15301	522	Me10301	518	Je08151	524	Ma08151	508	522		-0,433971358593642
Lu10301	503	Lu15301	505	Ma08151	508	Je08151	524	503		-0,077100924357456
Lu08151	502	Ma08151	508	Je08151	524	Je13001	528	502		-0,896977654903121
Lu10301	503	Je13001	528	Me13001	520	Ma08151	508	503		-0,381710814373399
Je13001	528	Ma08151	508	Ve15301	886	Me13001	520	886		-0,485386789954852
Je10301	526	Ve08151	532	Ma08151	508	Me08151	516	532		-0,500526575497161
Lu10301	503	Ma08151	508	Me08151	516	Ve08151	532	503		-0,34440208530483
Me08151	516	Me10301	518	Ma08151	508	Lu10301	503	516		0,648756502239443
Ve08151	532	Ma08151	508	Lu13001	504	Me10301	518	532		0,410045241724127
Je10301	526	Me15301	522	Ma08151	508	Ve08151	532	526		0,538389095705134
Me15301	522	Lu10301	503	Lu08151	502	Ma08151	508	522		-0,585929133398654
Me10301	518	Lu10301	503	Lu15301	505	Ma08151	508	518		-0,028805455742759
Je10301	526	Ma08151	508	Ve08151	532	Me18001	825	526		0,941822970398221
Je10301	526	Ma08151	508	Me18001	825	Ve08151	532	825		-0,988393624059985
